"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"11.05.2022","96,53","97,22","98,75","95,88","24,33B","-0,90%"
"06.05.2022","97,40","98,75","98,75","96,23","21,49B","-1,59%"
"05.05.2022","98,98","98,88","99,57","98,00","19,66B","1,05%"
"04.05.2022","97,95","100,42","102,47","97,60","41,82B","-2,51%"
"29.04.2022","100,47","97,50","101,95","96,40","102,54B","5,13%"
"28.04.2022","95,57","100,50","101,97","95,15","71,15B","-3,94%"
"27.04.2022","99,50","95,97","100,50","94,50","77,88B","4,05%"
"26.04.2022","95,63","91,25","97,82","90,60","59,10B","5,34%"
"25.04.2022","90,77","93,00","93,50","90,15","30,75B","-3,48%"
"22.04.2022","94,05","94,00","98,00","93,40","31,99B","-0,90%"
"21.04.2022","94,90","96,15","96,40","93,57","29,57B","-1,63%"
"20.04.2022","96,47","94,00","96,78","91,13","60,25B","3,21%"
"19.04.2022","93,48","95,00","95,00","89,30","63,32B","-1,73%"
"18.04.2022","95,13","101,38","102,50","95,10","43,35B","-5,47%"
"15.04.2022","100,63","99,55","103,10","95,53","63,26B","0,95%"
"14.04.2022","99,68","106,13","106,50","99,53","44,07B","-5,68%"
"13.04.2022","105,68","107,23","108,08","104,15","36,85B","0,12%"
"12.04.2022","105,55","108,50","108,50","100,75","72,64B","-1,81%"
"11.04.2022","107,50","110,00","113,15","107,00","58,98B","-3,85%"
"08.04.2022","111,80","115,48","116,40","110,02","55,37B","-1,97%"
"07.04.2022","114,05","109,90","115,57","109,90","80,95B","3,92%"
"06.04.2022","109,75","110,10","117,50","106,10","149,12B","-4,90%"
"05.04.2022","115,40","129,00","131,80","109,00","361,55B","-8,05%"
"04.04.2022","125,50","115,10","125,75","112,50","300,62B","11,56%"
"01.04.2022","112,50","102,50","119,22","99,47","242,81B","13,64%"
"31.03.2022","99,00","86,78","99,60","86,78","183,26B","15,42%"
"30.03.2022","85,77","87,75","87,75","84,73","40,81B","3,97%"
"29.03.2022","82,50","84,35","89,73","81,10","58,96B","-2,08%"
"28.03.2022","84,25","87,72","88,47","82,50","37,98B","-3,71%"
"25.03.2022","87,50","98,50","99,02","85,50","71,41B","-7,89%"
"24.03.2022","95,00","90,50","108,85","79,97","130,39B","-5,52%"
"25.02.2022","100,55","101,00","113,47","91,25","220,82B","0,05%"
"24.02.2022","100,50","152,55","152,55","81,95","425,75B","-41,25%"
"22.02.2022","171,07","159,88","172,90","144,80","417,84B","6,52%"
"21.02.2022","160,60","195,75","201,00","146,00","472,63B","-18,25%"
"18.02.2022","196,45","206,73","209,40","194,10","135,86B","-4,60%"
"17.02.2022","205,92","214,50","214,75","204,30","115,81B","-4,05%"
"16.02.2022","214,63","210,17","216,90","210,00","121,17B","2,48%"
"15.02.2022","209,43","201,65","209,47","201,65","97,50B","3,97%"
"14.02.2022","201,42","200,02","202,75","193,18","144,24B","-0,53%"
"11.02.2022","202,50","208,50","210,25","200,50","102,23B","-3,34%"
"10.02.2022","209,50","213,70","214,50","208,25","104,30B","-1,97%"
"09.02.2022","213,70","211,68","215,00","210,27","119,45B","1,27%"
"08.02.2022","211,02","205,50","211,15","204,43","97,41B","2,69%"
"07.02.2022","205,50","206,00","208,20","202,88","51,20B","-0,36%"
"04.02.2022","206,25","208,00","210,63","203,63","66,81B","0,01%"
"03.02.2022","206,22","210,20","211,72","204,00","67,85B","-2,72%"
"02.02.2022","212,00","214,60","216,13","209,40","67,05B","-0,69%"
"01.02.2022","213,48","219,00","220,47","211,07","94,96B","-2,48%"
"31.01.2022","218,90","217,30","222,00","215,00","94,75B","0,89%"
"28.01.2022","216,98","216,50","221,27","213,23","75,28B","0,68%"
"27.01.2022","215,50","204,00","220,60","203,32","150,26B","4,38%"
"26.01.2022","206,45","212,70","213,88","202,75","174,31B","-2,93%"
"25.01.2022","212,68","204,98","213,50","203,00","139,13B","3,29%"
"24.01.2022","205,90","221,98","222,42","197,75","217,31B","-6,27%"
"21.01.2022","219,68","225,50","231,25","218,80","80,61B","-3,26%"
"20.01.2022","227,07","225,07","234,10","224,03","102,65B","0,31%"
"19.01.2022","226,38","215,22","232,50","205,63","149,97B","3,76%"
"18.01.2022","218,18","232,68","233,48","215,35","157,24B","-6,16%"
